iter	Logloss
714	0.1759809344
715	0.1759239916
716	0.1757751077
717	0.1756978496
718	0.1756152721
719	0.1755166814
720	0.1754501206
721	0.1753497204
722	0.1752587395
723	0.1751225016
724	0.1749948562
725	0.1749210075
726	0.1747853635
727	0.1746601913
728	0.1745426618
729	0.1743851569
730	0.1742810606
731	0.174202372
732	0.1741561852
733	0.1740365602
734	0.1739468443
735	0.1738703742
736	0.1737578811
737	0.1736851101
738	0.1736101541
739	0.1735226476
740	0.1734089085
741	0.1733229127
742	0.1732544103
743	0.1731809922
744	0.173083182
745	0.1729909019
746	0.1729184874
747	0.17282621
748	0.1727636474
749	0.1726836824
750	0.1725448147
751	0.1724372849
752	0.1723400193
753	0.1722313239
754	0.172140322
755	0.1720616163
756	0.1719708421
757	0.1718413115
758	0.1717596495
759	0.1716913616
760	0.1716238554
761	0.1714949898
762	0.1714264669
763	0.1713688849
764	0.171276461
765	0.1712166156
766	0.1711637521
767	0.1711064657
768	0.1710045711
769	0.1708870678
770	0.1708253702
771	0.1707587387
772	0.1706927713
773	0.1705903968
774	0.1704689836
775	0.1703702399
776	0.1702864227
777	0.1701803086
778	0.1700781982
779	0.1700203746
780	0.1699065505
781	0.169852706
782	0.1697438355
783	0.1696635618
784	0.1695699939
785	0.1694988056
786	0.1694300476
787	0.1693216483
788	0.1692372495
789	0.1691902328
790	0.1691468649
791	0.1690564295
792	0.1688447372
793	0.1687607665
794	0.1686932216
795	0.1686656988
796	0.1685707321
797	0.168466796
798	0.1683736465
799	0.1683180086
800	0.1682538753
801	0.168121651
802	0.1679848546
803	0.1678985676
804	0.1678436973
805	0.1677633292
806	0.1676917428
807	0.1676362626
808	0.1675314601
809	0.1674453351
810	0.1673691758
811	0.1672657965
812	0.1672135723
813	0.1671589275
814	0.1670667502
815	0.1668763631
816	0.1667891917
817	0.1666844163
818	0.1665493025
819	0.1664763992
820	0.1664105934
821	0.1663422773
822	0.1662453669
823	0.1661715081
824	0.1660537026
825	0.165954659
826	0.1658359095
827	0.1657493937
828	0.165641162
829	0.1655155039
830	0.1654541417
831	0.165401016
832	0.1653124315
833	0.1652415908
834	0.1651497828
835	0.1650669598
836	0.164954946
837	0.164850389
838	0.1647909747
839	0.1647027529
840	0.1645548137
841	0.1644709389
842	0.1643965699
843	0.1643131768
844	0.1642151045
845	0.1641527902
846	0.1640989542
847	0.1640398174
848	0.1639471373
849	0.163882569
850	0.1637813413
851	0.1637085411
852	0.1636592415
853	0.16357167
854	0.1634663202
855	0.163354638
856	0.1632836985
857	0.1632123151
858	0.1631427909
859	0.1630589248
860	0.162989564
861	0.1628982049
862	0.1628053128
863	0.1626696908
864	0.1625971201
865	0.162541678
866	0.1624619354
867	0.1624145931
868	0.1622860133
869	0.1622173951
870	0.1621542685
871	0.1620592746
872	0.1619917998
873	0.1619325626
874	0.1618410898
875	0.1617569904
876	0.161633913
877	0.1615647645
878	0.1615324342
879	0.161483112
880	0.1614283024
881	0.1613922029
882	0.1613033336
883	0.1612276515
884	0.1611654637
885	0.1610485566
886	0.1609162309
887	0.1608165414
888	0.1607566368
889	0.160728186
890	0.1606794942
891	0.1606299431
892	0.160572731
893	0.1605006432
894	0.1604307771
895	0.1603483468
896	0.1602840607
897	0.1602105746
898	0.160152513
899	0.1600093006
900	0.1599211428
901	0.1598497835
902	0.159790597
903	0.1597022734
904	0.1596349819
905	0.1595658605
906	0.1594898973
907	0.1593855861
908	0.1593322838
909	0.1592180499
910	0.1591300018
911	0.159025331
912	0.1589735741
913	0.1589142877
914	0.1588443138
915	0.1587682936
916	0.1587239682
917	0.158653142
918	0.1585768113
919	0.1584559525
920	0.1583736237
921	0.1582993023
922	0.1582128144
923	0.1581592386
924	0.1581007567
925	0.1580169851
926	0.1579333377
927	0.1578578365
928	0.1577604386
929	0.1577060656
930	0.1576204437
931	0.1575339321
932	0.1574560868
933	0.1573973259
934	0.1573136138
935	0.1572049299
936	0.1571321426
937	0.1570862334
938	0.1569997465
939	0.1569656121
940	0.1568660406
941	0.1568075029
942	0.1566754226
943	0.156586674
944	0.1565312475
945	0.1564434352
946	0.1563879004
947	0.1563184982
948	0.1562360308
949	0.1561300744
950	0.1560280512
951	0.1559159222
952	0.1558397142
953	0.1557556959
954	0.1557090539
955	0.1556575357
956	0.1556261701
957	0.1555657342
958	0.1555111907
959	0.1554494939
960	0.1554020252
961	0.1553530863
962	0.1552938225
963	0.1552430486
964	0.1551252815
965	0.1550310791
966	0.1549583987
967	0.1548910467
968	0.1548163451
969	0.1547709936
970	0.1547124161
971	0.1546668762
972	0.1546246234
973	0.1545332048
974	0.1544240559
975	0.1542912638
976	0.1542443256
977	0.15418408
978	0.1541081407
979	0.1539964693
980	0.1539137531
981	0.1538344247
982	0.1537171037
983	0.1536353339
984	0.1535422652
985	0.1534240849
986	0.1533514031
987	0.1532835915
988	0.153201564
989	0.1531615208
990	0.1531020565
991	0.1530557991
992	0.1530194322
993	0.1529416705
994	0.1528914855
995	0.1528174009
996	0.1527735963
997	0.1527317565
998	0.15261277
999	0.1525720383
